Stock,Author,Title,AskingPrice,Notes,Active,Catalog #1,Catalog #2,Cost,Binding,BookType,Inscription,Publisher,Edition,Book Cond,Jckt Cond,ISBN,PubLoc,PubYr,PrivateComment,Amazon,Price,,,,,
1670,"Deaver, Jeffery",Carte Blanche,72.2,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and dated with publication date to title page by Jeffery Deaver at launch day event. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering. Comes with promotion",Y,6,,19.99,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,Fine,Fine,9781444716474,UK,2011,,D,,,,,,
1671,"Deaver, Jeffery",Carte Blanche,19.99,"UK 1/1 HB, Hodder & Stoughton 2011. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering.",Y,6,,5,Hard Cover,,,Hodder & Stoughton,First Edition,Fine,Fine,9781444716474,UK,2011,,Y,19.99,,,,,
1672,"Deaver, Jeffery",Carte Blanche,19.99,"UK 1/1 HB, Hodder & Stoughton 2011. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering.",Y,6,,5,Hard Cover,,,Hodder & Stoughton,First Edition,Fine,Fine,9781444716474,UK,2011,,D,,,,,,
1673,"Deaver, Jeffery",Carte Blanche,49.99,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and numbered edition 585/1500 by Jeffery Deaver. F/F condition new book. This is the Independent Bookseller hardback featuring alternative dustjacket design of silver smoke on black background. Comes with promoti",Y,6,,23.49,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,Fine,Fine,9781444738216,UK,2011,,N,,,,,,
1674,"Deaver, Jeffery",Carte Blanche,49.99,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and numbered edition 1016/1500 by Jeffery Deaver. F/F condition new book. This is the Independent Bookseller hardback featuring alternative dustjacket design of silver smoke on black background. Comes with promot",Y,6,,21.74,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,Fine,Fine,9781444738216,UK,2011,,N,,,,,,
139,"Eaton, Shirley",Golden Girl,14,"1st UK large format softcover, Batsford, 1999, Fine. Autobiography of Shirley Eaton (Jill Masterson in Goldfinger). ",Y,6,,2.99,Soft Cover,,,Batsford,First Edition,Fine,No Jacket,713484586,UK,1999,,Y,14.98,,,,,
1239,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",Y,6,,10,Hard Cover,,,Penguin,First Edition,F,F,9780718153762,UK,2008,,Y,21.96,,,,,
1240,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",Y,6,,10,Hard Cover,,,Penguin,First Edition,F,F,9780718153762,UK,2008,,D,,,,,,
1243,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",Y,6,,9.49,Hard Cover,,,Penguin,First Edition,F,F,9780718153762,UK,2008,,D,,,,,,
1246,"Faulks, Sebastian",Devil May Care,147.24,"UK 1/1 HB, Penguin 2008. Signed by Author to title page & by Tuuli Shipster (cover artwork model) to fep. F/F condition, comes with Times Extracts and Interview magazine. ",Y,6,,18.99,Hard Cover,,Signed by Author,Penguin,First Edition,F,F,9780718153762,UK,2008,,Y,147.24,,,,,
1247,"Faulks, Sebastian",Devil May Care,147.24,"UK 1/1 HB, Penguin 2008. Signed by Author to title page & by Tuuli Shipster (cover artwork model) to fep. F/F condition.",Y,6,,18.99,Hard Cover,,Signed by Author,Penguin,First Edition,F,F,9780718153762,UK,2008,,D,,,,,,
1248,"Faulks, Sebastian",Devil May Care,99,"UK 1/1 HB, Penguin 2008. Signed by Tuuli Shipster (cover artwork model) to fep. F/F condition.",Y,6,,9.49,Hard Cover,,Signed by Model,Penguin,First Edition,F,F,9780718153762,UK,2008,,D,,,,,,
1249,"Faulks, Sebastian",Devil May Care,75,"UK 1/1 HB, Penguin 2008. Signed by Tuuli Shipster (cover artwork model) to dustjacket front cover. F/F condition.",Y,6,,0,Hard Cover,,Signed by Model,Penguin,First Edition,F,F,9780718153762,UK,2008,,D,,,,,,
1250,"Faulks, Sebastian",Devil May Care,499.99,"UK Limited Boxed edition, 165/500.",Y,6,,100,Hard Cover,,Signed by Author,Penguin,First Edition,F,No Jacket,9780718154493,UK,2008,,Y,499.99,,,,,
41,"Fleming, Ian",Thunderball,25,"1st UK HB, Cape 1961, G - First edition but without DJ. Owners name neatly on fep, some dirt marks to page edges and a couple of pages have minor stains to bottom. Covers a little grubby.",Y,6,,5,Hard Cover,,,Jonathan Cape,First Edition,Good,No Jacket,,UK,1961,,Y,25,,,,,
78,"Fleming, Ian",Dr No,3,"UK Paperback reprint, Pan 1961, VG. Fantastic cover (same as 1st edn) by Peff, this paperback has a light crease to cover, marks to edges of spine and a coupls of small nicks at top and bottom of spine. ",Y,6,,1,Mass Market Paperback,,,Pan,3rd Print,Very Good,No Jacket,,UK,1961,,N,,,,,,
80,"Fleming, Ian",From Russia with Love,4,"UK Paperback reprint. Pan 1961, VG. Fantastic cover art (same as 1st edition) by Peff. Crease to rear cover, very light marking to spine edges. Really lovely condition.",Y,6,,1,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1961,,Y,4.5,,,,,
81,"Fleming, Ian",Casino Royale,3,"UK Paperback reprint, Pan 1962, VG. Cover art features girl in lacy black dress with torturer in shadows. Foxing and spotting to top edge, a little rolled and with light marking to spine edges.",Y,6,,1,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1962,,N,,,,,,
82,"Fleming, Ian",Moonraker,3,"UK Paperback reprint, Pan 1965, Vg. Cover art features rocket ascending against blue background. A little spotting to top edge, light marking to spine edges.",Y,6,,1,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1965,,Y,2.99,,,,,
83,"Fleming, Ian",The Man with the Golden Gun,3,"UK paperback reprint, Pan 1967, G. Cover art features gun and BOAC boarding card sitting on tobacco leaf. Book has creasing to rear cover and 1cm nick to top edge of spine and front cover.",Y,6,,1,Mass Market Paperback,,,Pan,3rd Print,Good,No Jacket,,UK,1967,,n,,,,,,
84,"Fleming, Ian",On Her Majesty's Secret Service,3,"UK paperback reprint, Pan 1965, Vg. Cover art features wedding ring and bloodstain on snow background. Small stain to rear cover and very light creasing to spine.",Y,6,,1,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1965,,N,,,,,,
85,"Fleming, Ian",The Diamond Smugglers,5,"UK paperback reprint, Pan 1965, Fine. Cover artwork by Tayler features hand dropping diamonds into a hand. Features four pages of black & white photo's. Very lightly rubbed. This appears to be an edition printed for the Australian and Canadian markets as ",Y,6,,1,Mass Market Paperback,,,Pan,Reprint,Fine,No Jacket,,UK,1965,,Y,2.99,,,,,
87,"Fleming, Ian",Octopussy,3,"UK paperback reprint, Pan 1968, Vg.  Cover features butterfly sitting on gold bar nestling amongst boulders.",Y,6,,1,Mass Market Paperback,,,Pan,3rd Print,Very Good,No Jacket,,,1968,,Y,2.99,,,,,
88,"Fleming, Ian",Octopussy,2.5,"UK paperback reprint, Pan 1968, G. Cover features butterfly sitting on gold bar nestling amongst boulders. Cover is marked and has some waterdamage. A little creasing to spine.",Y,6,,1,Mass Market Paperback,,,Pan,3rd Print,Good,No Jacket,,,1968,,,,,,,,
89,"Fleming, Ian",The Spy Who Loved Me,7,"1st UK Paperback, Pan 1967, VG. Cover features burning map. Minor sticker residue on cover, lightly rubbed to spine edges.",Y,6,,1,Mass Market Paperback,,,Pan,First Paperback Edition,Very Good,No Jacket,,UK,1967,,,,,,,,
90,"Fleming, Ian",The Spy Who Loved Me,7,"1st UK paperback, Pan 1967, Vg. Cover features burning map. ",Y,6,,1,Mass Market Paperback,,,Pan,First Paperback Edition,Very Good,No Jacket,,UK,1967,,Y,5.99,,,,,
91,"Fleming, Ian",The Spy Who Loved Me,3,"1st Uk paperback, Pan 1967, Fair. Cover features burning map. Marked to spine edges, creased to covers and 3cm split to spine at front cover edge. Ink mark inside over bottom of 60 pages but does not affect text.",Y,6,,1,Mass Market Paperback,,,Pan,First Paperback Edition,Fair,No Jacket,,UK,1967,,,,,,,,
92,"Fleming, Ian",The Spy Who Loved Me,3,"UK paperback reprint, Pan 1967, Fine. Cover features burning map (same as 1st edition). ",Y,6,,1,Mass Market Paperback,,,Pan,1st Reprint,Fine,No Jacket,,UK,1967,,,,,,,,
178,"Fleming, Ian",Dr No,3,"UK Reprint, Pan 1965 (19th print). Vg-. The sixth Bond thriller from Fleming. Cover is white spiders web on blue background. Nice tight copy, marking to front cover, little rubbing to edges. Browning to page edges.",Y,6,,0.99,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1965,,N,,,,,,
179,"Fleming, Ian",Casino Royale,2.5,"UK Reprint, Pan paperback (24th print 1966). G. Film tie in edition of the first Bond novel. Cover artwork is of girl with psychadelic pattern and lettering on her body, rear cover features cast and credits from the film starring David Niven. A little gru",Y,6,,0.99,Mass Market Paperback,,,Pan,Reprint,Good,No Jacket,,UK,1966,,N,,,,,,
180,"Fleming, Ian",From Russia with Love,2.5,"UK reprint, Pan paperback (20th print 1965), VG.  Cover features camera film in faberge egg on red background. Edges rubbed, red colour on spine has faded a little, small splits to bottom of spine. Pages browned and previous owners name written on inside ",Y,6,,0.99,Mass Market Paperback,,,Pan,Reprint,Very Good,No Jacket,,UK,1965,,N,,,,,,
209,"Fleming, Ian",For Your Eyes Only,3,"The Book Club, Charing Cross Road edition 1960. VG. (without DJ). Foxing and spotting to block edges and page edges but a nice tight binding and clean otherwise. Good Reader. ",Y,6,,1,Hard Cover,,,The Book Club,Book Club (BCE/BOMC),Very Good,No Jacket,,UK,1960,,N,,,,,,
210,"Fleming, Ian",On Her Majesty's Secret Service,3,"The Book Club, Charing Cross Road edition 1963. VG (without DJ). Foxing and spotting to block edges and page edges, cover a little dirty but binding tight. Good Reader.",Y,6,,1,Hard Cover,,,The Book Club,Book Club (BCE/BOMC),Very Good,No Jacket,,UK,1963,,N,,,,,,
211,"Fleming, Ian",The Man with the Golden Gun (Condensed),6,"Readers Digest Condensed books (First Edition) - features three other non Fleming titles as well as The Man with the Golden Gun. Also short profile of Fleming and story has some original illustrations. This is the Deluxe edition, green leather quarto to s",Y,6,,1,Hard Cover,,,Readers Digest,Book Club (BCE/BOMC),Very Good,No Jacket,,UK,1966,,Y,5.99,,,,,
212,"Fleming, Ian",Live and Let Die,6,Reprint Society 1956 edition. VG (without DJ) Good tight copy with very light foxing to endpapers.  ,Y,6,,1,Hard Cover,,,The Reprint Society,Book Club (BCE/BOMC),Very Good,No Jacket,,UK,1956,,Y,5.49,,,,,
214,"Fleming, Ian",On Her Majesty's Secret Service,4,"The Book Club edition 1963. (G / Poor). Book is good tight binding, just a little grubby. DJ is missing bottom 1.75 of spine and has a open tear 2"" into the front cover. Edges are rubbed and bumped top of spine has two 0.5cm splits to edges",Y,6,,1,Hard Cover,,,The Book Club,Book Club (BCE/BOMC),Good,Poor,,UK,1963,,N,,,,,,
215,"Fleming, Ian",On Her Majesty's Secret Service,4,Jonathan Cape reprint 1973 (Fair/Fair). Ex library copy - book has the usual stamps and marks to the inside covers where the ticket pockets has been unsubtly taken out! Book is badly rolled. DJ is under plastic but then taped at the flaps which has left s,Y,6,,1,Hard Cover,,,Jonathan Cape,Reprint,Fair,Fair,022460208x,UK,1973,,N,,,,,,
216,"Fleming, Ian",You Only Live Twice,4,"Jonathan Cape 1979 reprint, (Fair / Good). Book is rolled but clean copy with a tight binding although the bottom edges of pages have been torn out in places (?) - this does not affect the text however. DJ edges are rubbed but clean otherwise and colour h",Y,6,,1,Hard Cover,,,Jonathan Cape,Reprint,Fair,Good,224608509,UK,1979,,N,,,,,,
548,"Fleming, Ian",You Only Live Twice,4,"Book Club edn 1964. Reader only, boards discoloured but good tight bind. DJ has chips and tears to spine edges.",Y,6,,0,Hard Cover,,,Book Club,First thus,Fair,Fair,,UK,1964,,Y,,,,,,
904,"Fleming, Ian",From Russia with Love,6.99,"UK 1st thus paperback, Penguin 2006. Revised edition with introduction by Charlie Higson",Y,6,,4.66,Mass Market Paperback,,,Penguin,First Paperback revised edition,F,No Jacket,0141028297,UK,2006,,,,,,,,
1216,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",Y,6,,0.7,Mass Market Paperback,,,Penguin,1st thus,Fine,No Jacket,n/a,UK ,2008,,Y,6.24,,,,,
1217,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",Y,6,,0.7,Mass Market Paperback,,,Penguin,1st thus,Fine,No Jacket,n/a,UK ,2008,,D,,,,,,
1557,"Fleming, Ian",From russia with love,27.24,"UK 1st thus pb, 1st impression, Penguin 2004. This is a special edition produced for Smirnoff Vodka featuring a different cover to the one shown. Black covers with logo and inner cover features history of Smirnoff Black vodka and cocktail recipes. Book is",Y,6,,0,Mass Market Paperback,,,Penguin,1st thus,VG,No Jacket,9780141189413,UK,2001,,Y,27.24,,,,,
1619,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",Y,6,,0.7,Mass Market Paperback,,,Penguin,1st thus,Fine,No Jacket,n/a,UK ,2008,,D,,,,,,
230,"Gardner, John","Win, Lose or Die",22.24,"US 1st Edn HB, Putnam 1989, VG/VG. Bond works undercover to stop a hijack at sea. the 8th 007 novel by Gardner. Book has a slight lean, Dj is lightly rubbed to edges.",Y,6,,1.99,Hard Cover,,,Putnam,First Edition,Very Good,Very Good,399134360,USA,1989,,Y,22.24,,,,,
260,"Gardner, John",Scorpius,17.24,"1st UK HB, Hodder & Stoughton 1988, G/VG. A dead body in the Thames starts the seventh Bond adventure by John Gardner. Book is clean and tidy but has a split to page binding - no pages are loose however. Book is graded and priced accordingly but it sounds",Y,6,,4.99,Hard Cover,,,Hodder & Stoughton,First Edition,Good,Very Good,340415231,UK,1988,,Y,17.24,,,,,
604,"Gardner, John",Death is forever,37.24,"UK 1st edn HB, Hodder & Stoughton 1992. VG/VG. Lightly rubbed & bumped. 1 small split to rear DJ foldover edge",Y,6,,2,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340548169,UK,1992,,Y,37.24,,,,,
605,"Gardner, John",Brokenclaw,37.24,"UK 1st edn HB, Hodder & Stoughton 1990. VG/VG. Lightly rubbed & bumped.",Y,6,,2,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340415258,UK,1990,,Y,37.24,,,,,
606,"Gardner, John",Never send flowers,37.24,"UK 1st edn HB, Hodder & Stoughton 1993. VG/VG. Lightly rubbed & bumped.",Y,6,,1,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340584122,UK,1993,,Y,37.24,,,,,
1455,"Gardner, John",Brokenclaw,5.24,"UK HB, Guild publishing 1991. VG+ / VG+, light shelf wear to edges only.",Y,6,,0.99,Hard Cover,,,Guild Publishing,Book Club,VG,VG,CN4743,UK,1991,,Y,5.24,,,,,
1600,"Gardner, John",for special services,17.24,"UK 1/1 HB, Jonathan Cape 1982. VG/VG condition. Book is good tight bind. DJ is gently worn at edges and points, good colour retained. Not ex library copy. Very nice copy of the second of John Gardners Bond series",Y,6,,2.49,Hard Cover,,,Jonathan Cape,First Edition,VG,VG,0224029347,UK,1982,,Y,17.24,,,,,
1308,"Moore, Roger",My word is my Bond,99.99,"UK 1/1 HB, Michael O'Mara 2008. Signed by Roger Moore to title page at London event on Oct 15th 2008. F/F condition.",Y,6,,9.49,Hard Cover,,Signed by Author,Michael O'Mara,First Edition,F,F,9781843173182,UK,2008,,D,,,,,,
213,"Pearson, John",The Life of Ian Fleming,4,"1966 Companion Book Club edition. VG (without dj). Includes photos. Nice tight binding, a little foxing and spotting to block edges. Date written neatly on inside front cover.",Y,6,,1,Hard Cover,,,The Companion Book Club,Book Club (BCE/BOMC),Very Good,No Jacket,,UK,1966,,N,,,,,,
1662,"Pearson, John",James Bond: The Authorized Biography,17.2,"UK 1/1 HB, Sidgwick & Jackson 1973. VG/VG, light wear to price clipped DJ, crease to front foldover flap. Light wear to edges with small chips to spine corners. Book tight and clean, light colouring to page block edge only.",Y,6,,1.99,Hard Cover,,,Sidgwick & Jackson,First Edition,VG,VG,0283979461,UK,1973,,Y,17.2,,,,,
1009,"Westbrook, Kate",The Moneypenny Diaries,42.24,"UK 1/1 HB, John Murray 2005. Signed by Author to title page. F/F.",Y,6,,2.5,Hard Cover,,Signed by Author,John Murray,First Edition,F,F,0719567408,UK,2005,,Y,42.24,,,,,
1225,"Westbrook, Kate",The Moneypenny Diaries,29.99,"UK 1/1 HB, John Murray 2005. F/F.",Y,6,,3.51,Hard Cover,,,John Murray,First Edition,F,F,0719567408,UK,2005,,D,,,,,,
1323,"Westbrook, Kate",The Moneypenny Diaries,22.24,"UK 1/1 HB, Jonathan Murray 2005. F/F, lightest shelfwear only",Y,6,,2,Hard Cover,,,John Murray,First Edition,F,F,0719567408,UK,2005,,Y,22.24,,,,,
1646,"Westbrook, Kate",The Moneypenny Diaries,22.2,"UK 1/1 HB, Jonathan Murray 2005. F/F, lightest shelfwear only",Y,6,,2.6,Hard Cover,,,John Murray,First Edition,Fine,Fine,0719567408,UK,2005,,D,,,,,,
1041,"Winder, Simon","The name's Bond, James Bond",7.24,"UK 1st thus PB, Penguin 2001. VG+ condition, light shelf wear only.",Y,6,,0.5,Mass Market Paperback,,,Penguin,First thus,VG,No Jacket,0140294732,UK,2001,,Y,7.24,,,,,
586,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page",Y,7,,5.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
651,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",Y,7,,3.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
652,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",Y,7,,3.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
653,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",Y,7,,5.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
654,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Signed by author to title page. Puffin 2005. New Book.",Y,7,,5.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
691,"Higson, Charlie",Young Bond 1: Silverfin,147.25,"UK 1st Limited Collectors Edition. No 937/999, HB edn signed by Charlie Higson and housed in Silverfin slipcase. Includes BloodFever promo postcard.",Y,7,,20,Hard Cover,,Signed by Author,Puffin,First Edition - Limited,F,F,0141382619,UK,2005,,Y,147.24,,,,,
692,"Higson, Charlie",Young Bond 1: Silverfin,147.25,"UK 1st Limited Collectors Edition. No 334/999, HB edn signed by Charlie Higson and housed in Silverfin slipcase. Includes BloodFever promo postcard.",Y,7,,25,Hard Cover,,Signed by Author,Puffin,First Edition - Limited,F,F,0141382619,UK,2005,,D,,,,,,
713,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,3.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
714,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,3.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
718,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,3.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
719,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
720,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
721,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
722,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
723,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
724,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,Y,17.24,,,,,
767,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005.Signed by author to title page New Book.",Y,7,,7.01,Mass Market Paperback,,Signed by Author,Puffin,First Edition,VG,No Jacket,0141318597,UK,2005,,D,,,,,,
785,"Higson, Charlie",Young Bond 2:Blood Fever,97.24,"UK Uncorrected proof, Puffin 2006. Signed by Author to title page. Fine condition, includes Character cards 001/006 inclusive in foil envelope.",Y,7,,15.01,Mass Market Paperback,Proof,Signed by Author,Puffin,First Edition,VG,VG,0141318600,UK,2006,,Y,97.24,,,,,
810,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. ",Y,7,,7.25,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
821,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
822,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
823,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",Y,7,,4.66,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
846,"Higson, Charlie",Young Bond 1: Silverfin,172.24,"UK 1/1 Uncorrected Proof, Puffin 2005. Signed by Author to title page. Fine condition",Y,7,,9.65,Trade Paperback,Proof,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,Y,172.24,,,,,
863,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 838/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",Y,7,,16.66,Hard Cover,,Signed by Author,Puffin,First Edition - Limited,F,F,0141383585,UK,2006,,Y,,,,,,
864,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 993/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",Y,7,,16.66,Hard Cover,,Signed by Author,Puffin,First Edition - Limited,F,F,0141383585,UK,2006,,Y,,,,,,
865,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 808/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",Y,7,,16.66,Hard Cover,,Signed by Author,Puffin,First Edition - Limited,F,F,0141383585,UK,2006,,Y,,,,,,
870,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. VG+ condition, light wear to edges with two light creases to spine and a gentle bump to top fromt edge.",Y,7,,5.99,Mass Market Paperback,,,Puffin,First Edition,VG,No Jacket,0141318597,UK,2005,,,,,,,,
871,"Higson, Charlie",Young Bond 1: Silverfin,172.24,"UK 1/1 Uncorrected Proof, Puffin 2005. Signed by Author to title page. Fine condition",Y,7,,1,Trade Paperback,Proof,Signed by Author,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
896,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag, with competition leaflet and flyer.",Y,7,,4.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
897,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag, with competition leaflet and flyer.",Y,7,,4.99,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,Y,44.99,,,,,
898,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",Y,7,,4.49,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
899,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",Y,7,,4.49,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
902,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",Y,7,,0.99,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
909,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
